text,emotion,act,topic
do you mind if i get a lift in your car please __eou__ i don t see any problem only the car is a bit old __eou__ oh you re so kind __eou__ get in __eou__,0 0 0 0,3 4 1 3,1
that will be eight dollars please __eou__ here is ten keep the change __eou__,0 0,3 4,1
these are new arrivals __eou__ let me have a look __eou__ try them if you like __eou__ i like the fabric but i don t like the style __eou__ what about that one over there __eou__ they are too bright __eou__,0 0 0 0 0 0,1 1 3 4 2 1,1
thank you for calling the twin theatre __eou__ what time does the next showing of forrest gump begin __eou__ the next show is at two of the clock __eou__ what about the one after that __eou__,0 0 0 0,1 2 1 2,1
do you have wool socks __eou__ yes we have socks made of various materials these socks are of imported wool __eou__ can you guarantee the quality __eou__ yes absolutely __eou__ where are the pantyhose __eou__ here we have black white and transparent pantyhose here __eou__,0 0 0 0 0 0,2 1 2 1 2 1,1
do you have any fresh baked donuts for sale yet __eou__ they will be ready in about half an hour do you need anything else __eou__ yes i would like five croissants too __eou__ it is going to be dollars cents __eou__,0 0 0 0,2 2 1 1,1
taxi __eou__ yes sir where to __eou__ wangfujing please __eou__ all right __eou__ oh i like the music on your radio it is nice __eou__ thank you i always tune to this program when driving so what is your favorite program __eou__ i like winners english very mush you know the beijing olympic games is right around the corner we should learn english well it is on fm china business radio you can get it on your radio too __eou__ but i do not speak english at all __eou__ that is ok the program is especially for the beginners like us __eou__ really when is it on __eou__ it begins at every morning and it goes for minutes __eou__ thank you so much i will try and catch that __eou__ the radio has brought us lots of convenience __eou__ yes i can also learn about the traffic condition through it __eou__ with the development of the society and technology radio is nearly everywhere __eou__ so we should take the advantage of it __eou__,0 0 0 0 0 4 0 0 0 0 0 4 0 0 0 0,3 2 3 4 1 2 1 1 1 2 1 1 1 1 1 3,1
do you have these shoes in a size __eou__ yes let me get you a pair __eou__,0 0,2 1,1
what a mess __eou__ sorry i will clean it up __eou__,2 0,3 4,1
i wonder if we can change to channel __eou__ why __eou__ i want to know what is on that channel __eou__ oh good __eou__ there is a football match __eou__ i prefer tv play to football __eou__ ok could you turn it down __eou__ what are you going to do __eou__ i am going to listen to the radio __eou__ maybe we can enjoy the tv play together it is interesting __eou__,0 0 0 0 0 0 0 0 0 0,3 2 1 4 1 1 3 2 1 4,1
excuse me can you show me the cloisonn bracelet in the counter __eou__ sure let me get it for you __eou__ can you also show me this one __eou__ no problem this one is made of pure gold __eou__ i think the cloisonn bracelet is more beautiful __eou__ you re right this one costs less but is more beautiful __eou__ will the luster fade out after some time __eou__ no we guarantee the quality __eou__ ok can i try it on __eou__ certainly the mirror is right here __eou__,0 0 0 0 0 0 0 0 0 0,3 4 3 4 1 1 2 1 3 4,1
mommy can i stay up until eleven of the clock __eou__ no go to bed right now __eou__,0 0,3 4,1
may i speak to peter __eou__ who is calling __eou__,0 0,3 2,1
it is so boring __eou__ do not you like it __eou__ i do not is there anything worth watching on the other channel __eou__ i think it is a basketball match on channel __eou__ do you mind if we switch over __eou__ well i would rather see a movie __eou__ what is the movie __eou__ star war __eou__ it must be interesting __eou__ yes you are right __eou__,0 0 0 0 0 0 0 0 4 4,1 2 2 1 3 4 2 1 1 1,1
excuse me what is the screen near your steering wheel for __eou__ it is a portable tv it is a popular thing now __eou__ oh that is new to me so what is on everyday __eou__ news about current affairs documentaries music movies noncommercial ads and so on __eou__ is there anything interesting __eou__ yes there are something good and informative i think that many people underestimate the value of tv in education __eou__ i agree are there any commercials on the tv __eou__ of course because the tv stations need to make money from commercials between the programs __eou__ that makes a lot of sense does the tv work well __eou__ not always it depends on the transmission of the satellite signals __eou__ i got it do you pay for the programs __eou__ yes yuan per month __eou__ it is a little bit expensive but it is worth it __eou__ yeah you know driving is boring tv can get me out of the fatigue of driving __eou__ it can also entertain your passengers like me __eou__ that is the point __eou__,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,2 1 2 1 2 1 2 1 2 1 2 1 1 1 1 1,1
jenny you are too lazy you should do some exercise see you are getting fat __eou__ dad it is raining outside __eou__ that is your excuse __eou__ all right all right i will go swimming with peter this afternoon __eou__ not just today go exercise everyday __eou__,0 0 0 0 0,3 4 1 1 3,1
peter enough with your computer games go do your homework now __eou__ cannot i play more __eou__ no stop playing computer games __eou__ mom i will be finished soon __eou__ peter if you do not turn off your computer then i will not allow you to play it again starting next week __eou__,0 0 0 0 0,3 2 1 1 1,1
hi who has the remote control __eou__ i do why do you want me to change the channel __eou__ yes please i cannot stand watching the channel any more __eou__ i think they have pretty good programmes but i will change it if you really want __eou__ put it on channel ok __eou__ oh i hate channel i would rather just listen to the radio __eou__ do not make such a fuss i am sure you will like todays programme __eou__ what is on today __eou__ a basketball match between chinese team and american team __eou__ really i am interested in it __eou__ it might begin now __eou__,0 0 1 0 0 0 0 0 0 0 0,2 2 1 1 3 4 1 2 1 2 1,1
peter where are you going __eou__ i am going to do some shopping __eou__ will not you watch tv __eou__ what is on tv tonight is there a football match __eou__ the tv station will air the world cup football match alive at __eou__ really who will play __eou__ the brazilian team versus the american team do not miss it __eou__ that is cool i will watch it __eou__ who do you think will win __eou__ there is no doubt that the brazilian team will win __eou__ i think so __eou__,0 0 0 0 0 6 0 0 0 0 0,2 1 2 1 1 2 1 1 2 1 1,1
may i have a cookie __eou__ help yourself __eou__,0 0,3 4,1
by the way where is jim __eou__ he is out __eou__,0 0,2 1,1
watch out __eou__ wow that car almost hit me __eou__,0 0,3 4,1
eat some more __eou__ no thanks i am on a diet __eou__,0 0,3 4,1
hurry up will you __eou__ what is the rush __eou__,0 0,3 2,1
kata you have got a beautiful singing voice you hit the high notes perfectly __eou__ thank you for your compliment but you are exaggerating i think you are destined to be a singer you have the best voice __eou__ thank you maybe we can sing a song together would you like to sing with me __eou__ yes i would like to it is my honor let us pick a song __eou__ how about this one __eou__ sorry i cannot sing the song __eou__ er how about this one __eou__ ok but i am not familiar i do not know the beginning part __eou__ never mind you can follow me i will sing the first part __eou__ ok __eou__,4 4 4 4 0 0 0 0 0 0,1 1 3 4 3 4 3 4 3 4,1
peter go and tidy up your toys now __eou__ wait a moment mom __eou__ i am mad i said now turn off the tv and do it now __eou__ mom just ten more minutes the show is going to be over soon __eou__ peter if you do not do it soon i will throw your toys in the trash can __eou__,0 0 1 0 1,3 4 3 4 3,1
sorry i am late __eou__ it does not matter __eou__,5 0,1 1,1
excuse me i have been waiting here for minutes do you know how often does no run __eou__ it runs every minutes you must have missed it __eou__ it seems you got here at good time do you have a bus schedule __eou__ yes i do you can buy a bus schedule in a news stand __eou__ i see thank you by the way is this the right bus for the museum __eou__ yes it is __eou__ do i have to change __eou__ no the museum is the terminal of this bus __eou__ thanks a lot __eou__ you are welcome __eou__,0 0 0 0 0 0 0 0 4 4,2 1 2 3 2 1 2 1 1 1,1
mom can i have more allowance __eou__ what for __eou__ i want to buy more books __eou__ oh yeah are you joking __eou__ of course not i am telling the truth __eou__ honey it is good if you spend money to buy more books but dollars a week is enough for you already __eou__,0 0 0 0 0 0,3 2 1 2 1 1,1
two burgers please __eou__ for here or to go __eou__,0 0,3 2,1
dad may i have a room of my own __eou__ oh honey i am so sorry we do not have enough space for you to have your own room __eou__ dad but i do not want to share a room with peter he snores every night __eou__ honey you can ask him to be quite otherwise you may punish him and tell him to stand out of the room right __eou__ alright maybe it is the only way to do it __eou__,0 0 5 0 0,3 4 1 3 4,1
open the book and turn to page __eou__ it is difficult __eou__ no honey it is easy if you know the way __eou__ do i have to memorize it __eou__ no honey try to make notes in your notebook __eou__,0 0 0 0 0,3 4 1 2 3,1
peter wash your hands first and then have some dessert __eou__ mom can i have some ice cream __eou__ not today honey do not eat too much ice cream __eou__ mom can i have one more piece of cake __eou__ ok the last piece is for your dessert we are having dinner soon __eou__,0 0 0 0 0,3 2 3 2 2,1
dad can you help me __eou__ oh honey you made a mistake __eou__ i do not know how to do it __eou__ ok let us do it together __eou__ divided by what is the answer __eou__ divided by equals __eou__ you got it good job __eou__,0 0 0 0 0 0 4,3 4 1 3 2 1 1,1
how was your test __eou__ it was bad __eou__ oh honey you should study harder __eou__ but i already tried my best __eou__ do not worry you will do better next time __eou__,0 0 0 0 0,2 1 3 4 1,1
is bob home __eou__ sorry you have got the wrong number __eou__,0 0,2 1,1
dad how do you say this word __eou__ sword say it sword __eou__ what does this word mean __eou__ look it up in the dictionary __eou__ dad can you just tell me what it means i am too lazy __eou__ no honey go and read it you will learn __eou__,0 0 0 0 0 0,2 1 2 3 2 3,1
jenny what is your favorite color __eou__ i like red __eou__ now we are going to draw an apple in your sketch book what do we use __eou__ dad i want to draw with crayons can i __eou__ why not let us draw the outline of an apple with your pencil first __eou__,0 0 0 0 0,2 1 2 3 4,1
